Time,day,hour,PTotal,temp,precipitation,wind_speed,wind_dir,rel_humidity,class(fcm),,
3/14/2019 14:00,3/14/2019,14:00,108.53125,26,0,2.3,327,60,2,testing,1
3/14/2019 15:00,3/14/2019,15:00,75.63671875,25.6,0,2.8,338,58,2,testing,1
3/14/2019 16:00,3/14/2019,16:00,38.87109375,23.5,0,3.2,337,76,2,testing,1
3/14/2019 17:00,3/14/2019,17:00,7.265625,22.8,0,2.9,341,76,2,testing,1
3/15/2019 6:00,3/15/2019,6:00,1.38671875,17,0,2.9,348,97,3,training,2
3/15/2019 7:00,3/15/2019,7:00,14.9921875,16.5,0,3.1,334,99,3,training,2
3/15/2019 8:00,3/15/2019,8:00,31.00390625,16.9,0,2.7,3,95,3,training,2
3/15/2019 9:00,3/15/2019,9:00,30.4921875,17.8,0,1.9,18,88,3,training,2
3/15/2019 10:00,3/15/2019,10:00,110.1523438,18.8,0,2.2,351,85,3,training,2
3/15/2019 11:00,3/15/2019,11:00,73.8984375,20.2,0,2.8,317,79,3,training,2
3/15/2019 12:00,3/15/2019,12:00,104.8632813,20,0,4,333,66,3,training,2
3/15/2019 13:00,3/15/2019,13:00,31.63671875,20.2,0,4.1,336,65,3,training,2
3/15/2019 14:00,3/15/2019,14:00,22.97265625,19.6,0,5,348,66,3,training,2
3/15/2019 15:00,3/15/2019,15:00,12.0703125,19,0,3.7,352,69,3,training,2
3/15/2019 16:00,3/15/2019,16:00,10.3984375,18.7,0,2.9,353,72,3,training,2
3/15/2019 17:00,3/15/2019,17:00,1.51171875,18.5,0,2.6,339,72,3,training,2
3/16/2019 6:00,3/16/2019,6:00,2.69921875,17.5,0,0,0,79,4,training,2
3/16/2019 7:00,3/16/2019,7:00,13.546875,18.2,0,1,132,79,4,training,2
3/16/2019 8:00,3/16/2019,8:00,40.4765625,18.8,0,0.8,80,88,4,training,2
3/16/2019 9:00,3/16/2019,9:00,93.734375,20.5,0,0.3,279,79,4,training,2
3/16/2019 10:00,3/16/2019,10:00,71.73828125,22.1,0,2.3,200,75,4,training,2
3/16/2019 11:00,3/16/2019,11:00,46.65234375,23.5,0,2.7,228,70,4,training,2
3/16/2019 12:00,3/16/2019,12:00,35.40625,23.1,0,2.3,208,75,4,training,2
3/16/2019 13:00,3/16/2019,13:00,61.5625,23.4,0,2.6,194,76,4,training,2
3/16/2019 14:00,3/16/2019,14:00,32.2265625,23.9,0,2.5,210,71,4,training,2
3/16/2019 15:00,3/16/2019,15:00,21.046875,23,0,2.5,224,70,4,training,2
3/16/2019 16:00,3/16/2019,16:00,17.6875,22.5,0,2.2,211,59,4,training,2
3/16/2019 17:00,3/16/2019,17:00,3.37890625,22.3,0,1.8,219,62,4,training,2
3/17/2019 6:00,3/17/2019,6:00,3.59375,19.8,0,1.1,245,88,2,training,2
3/17/2019 7:00,3/17/2019,7:00,14.60546875,19.1,0,1.1,304,98,2,training,2
3/17/2019 8:00,3/17/2019,8:00,48.484375,19.5,0,1.5,71,96,2,training,2
3/17/2019 9:00,3/17/2019,9:00,68.3515625,20.8,0,0.6,37,81,2,training,2
3/17/2019 10:00,3/17/2019,10:00,136.0703125,22.7,0,1.9,338,72,2,training,2
3/17/2019 11:00,3/17/2019,11:00,138.8554688,23.2,0,2.1,14,66,2,training,2
3/17/2019 12:00,3/17/2019,12:00,146.6796875,24.6,0,1.7,313,60,2,training,2
3/17/2019 13:00,3/17/2019,13:00,113.0976563,24.5,0,3,336,58,2,training,2
3/17/2019 14:00,3/17/2019,14:00,58.2265625,25,0,2.5,350,54,2,training,2
3/17/2019 15:00,3/17/2019,15:00,62.01171875,23.5,0,3,333,65,2,training,2
3/17/2019 16:00,3/17/2019,16:00,37.38671875,24,0,2.1,348,65,2,training,2
3/17/2019 17:00,3/17/2019,17:00,9.15625,23.4,0,2,322,66,2,training,2
3/18/2019 6:00,3/18/2019,6:00,3.171875,18.3,0,0.4,40,99,3,training,2
3/18/2019 7:00,3/18/2019,7:00,9.34375,18.8,0,0.8,350,99,3,training,2
3/18/2019 8:00,3/18/2019,8:00,39.93359375,19.1,0,0.9,19,99,3,training,2
3/18/2019 9:00,3/18/2019,9:00,46.703125,20.8,0,1.7,342,87,3,training,2
3/18/2019 10:00,3/18/2019,10:00,25.36328125,20.7,0,1.4,351,91,3,training,2
3/18/2019 11:00,3/18/2019,11:00,91.390625,20.9,0,1.1,330,93,3,training,2
3/18/2019 12:00,3/18/2019,12:00,132.3632813,23.4,0,0.4,44,74,3,training,2
3/18/2019 13:00,3/18/2019,13:00,79.52734375,25.1,0,1.1,288,67,3,training,2
3/18/2019 14:00,3/18/2019,14:00,55.51953125,26.1,0,1,276,60,3,training,2
3/18/2019 15:00,3/18/2019,15:00,62.89453125,26.1,0,1.1,307,62,3,training,2
3/18/2019 16:00,3/18/2019,16:00,37.3125,26.2,0,1.7,324,67,3,training,2
3/18/2019 17:00,3/18/2019,17:00,7.953125,22.6,0,3,319,88,3,training,2
3/19/2019 6:00,3/19/2019,6:00,6.48828125,18.9,0,1.9,332,99,1,training,2
3/19/2019 7:00,3/19/2019,7:00,34.81640625,19.1,0,1.7,350,99,1,training,2
3/19/2019 8:00,3/19/2019,8:00,75.16796875,20.4,0,1.6,31,95,1,training,2
3/19/2019 9:00,3/19/2019,9:00,111.7304688,23.4,0,1.8,33,73,1,training,2
3/19/2019 10:00,3/19/2019,10:00,136.1953125,24.9,0,2,341,70,1,training,2
3/19/2019 11:00,3/19/2019,11:00,147.5,26.2,0,1.7,8,64,1,training,2
3/19/2019 12:00,3/19/2019,12:00,145.5,27.6,0,1.7,352,56,1,training,2
3/19/2019 13:00,3/19/2019,13:00,133.6914063,28.2,0,1.5,312,57,1,training,2
3/19/2019 14:00,3/19/2019,14:00,111.921875,28.1,0,3,312,60,1,training,2
3/19/2019 15:00,3/19/2019,15:00,75.5859375,28.3,0,2.1,316,59,1,training,2
3/19/2019 16:00,3/19/2019,16:00,38.21484375,26.7,0,3,318,63,1,training,2
3/19/2019 17:00,3/19/2019,17:00,9.64453125,25.8,0,1.8,316,70,1,training,2
3/20/2019 6:00,3/20/2019,6:00,6.21875,20.3,0,0.9,131,98,3,training,2
3/20/2019 7:00,3/20/2019,7:00,33.2421875,20.1,0,0.6,81,99,3,training,2
3/20/2019 8:00,3/20/2019,8:00,55.74609375,22,0,1.2,247,94,3,training,2
3/20/2019 9:00,3/20/2019,9:00,67.70703125,23.1,0,1.5,248,88,3,training,2
3/20/2019 10:00,3/20/2019,10:00,102.0039063,23.6,0,1.3,280,91,3,training,2
3/20/2019 11:00,3/20/2019,11:00,99.67578125,25.2,0,1.9,206,78,3,training,2
3/20/2019 12:00,3/20/2019,12:00,108.2382813,27,0,2.2,204,71,3,training,2
3/20/2019 13:00,3/20/2019,13:00,118.7265625,27.6,0,2.9,235,70,3,training,2
3/20/2019 14:00,3/20/2019,14:00,110.3945313,28.1,0,3.1,230,67,3,training,2
3/20/2019 15:00,3/20/2019,15:00,81.19140625,28.6,0,3.1,227,65,3,training,2
3/20/2019 16:00,3/20/2019,16:00,44.51171875,28.1,0,2.9,229,73,3,training,2
3/20/2019 17:00,3/20/2019,17:00,10.2109375,27.3,0,3.1,240,79,3,training,2
3/21/2019 6:00,3/21/2019,6:00,7.6953125,21.2,0,1.5,111,87,1,training,2
3/21/2019 7:00,3/21/2019,7:00,38.40625,21.8,0,1.1,109,81,1,training,2
3/21/2019 8:00,3/21/2019,8:00,77.37109375,24.2,0,1,94,80,1,training,2
3/21/2019 9:00,3/21/2019,9:00,112.7929688,25.7,0,2.8,193,80,1,training,2
3/21/2019 10:00,3/21/2019,10:00,137.6015625,27.1,0,2.3,213,69,1,training,2
3/21/2019 11:00,3/21/2019,11:00,150.3046875,27.9,0,3,221,69,1,training,2
3/21/2019 12:00,3/21/2019,12:00,153.7070313,28.7,0,3.4,236,69,1,training,2
3/21/2019 13:00,3/21/2019,13:00,143.9335938,29.1,0,4.1,232,69,1,training,2
3/21/2019 14:00,3/21/2019,14:00,122.78125,30.2,0,4.3,229,54,1,training,2
3/21/2019 15:00,3/21/2019,15:00,86.7421875,30.8,0,4.1,200,47,1,training,2
3/21/2019 16:00,3/21/2019,16:00,44.01953125,30.5,0,2.4,227,57,1,training,2
3/21/2019 17:00,3/21/2019,17:00,11.71875,29,0,2.2,234,65,1,training,2
3/22/2019 6:00,3/22/2019,6:00,11.0234375,21.2,0,0.9,72,91,2,training,2
3/22/2019 7:00,3/22/2019,7:00,45.44140625,21.5,0,0.4,86,88,2,training,2
3/22/2019 8:00,3/22/2019,8:00,86.78515625,22.9,0,1.9,304,99,2,training,2
3/22/2019 9:00,3/22/2019,9:00,121.7421875,24.3,0,1.5,332,90,2,training,2
3/22/2019 10:00,3/22/2019,10:00,144.25,26.1,0,0.8,325,79,2,training,2
3/22/2019 11:00,3/22/2019,11:00,136.1210938,27.2,0,1.4,282,69,2,training,2
3/22/2019 12:00,3/22/2019,12:00,95.0625,27,0,3,319,74,2,training,2
3/22/2019 13:00,3/22/2019,13:00,107.1132813,25.8,0,3.7,315,76,2,training,2
3/22/2019 14:00,3/22/2019,14:00,91.39453125,26.4,0,2.7,321,72,2,training,2
3/22/2019 15:00,3/22/2019,15:00,51.8359375,26.6,0,1.6,301,71,2,training,2
3/22/2019 16:00,3/22/2019,16:00,19.27734375,26.1,0,2.9,310,73,2,training,2
3/22/2019 17:00,3/22/2019,17:00,6.33984375,24.6,0,2.9,322,77,2,training,2
3/23/2019 6:00,3/23/2019,6:00,0.61328125,17.6,0,1.1,1,99,5,training,2
3/23/2019 7:00,3/23/2019,7:00,6.89453125,17.1,0.5,2.4,343,99,5,training,2
3/23/2019 8:00,3/23/2019,8:00,21.98828125,17.3,0,2.5,335,99,5,training,2
3/23/2019 9:00,3/23/2019,9:00,22.75390625,17.8,0,2.1,334,97,5,training,2
3/23/2019 10:00,3/23/2019,10:00,20.56640625,17.5,0,3,337,91,5,training,2
3/23/2019 11:00,3/23/2019,11:00,32.47265625,17,1.5,2,335,99,5,training,2
3/23/2019 12:00,3/23/2019,12:00,40.40234375,18.1,0,0.9,50,94,5,training,2
3/23/2019 13:00,3/23/2019,13:00,31.15625,19.2,0,0.5,38,91,5,training,2
3/23/2019 14:00,3/23/2019,14:00,16.84765625,19.4,0,1.2,319,89,5,training,2
3/23/2019 15:00,3/23/2019,15:00,6.5078125,18.1,0,4.3,346,81,5,training,2
3/23/2019 16:00,3/23/2019,16:00,12.15234375,18,0,2.4,5,82,5,training,2
3/23/2019 17:00,3/23/2019,17:00,3.99609375,17.4,0,2.7,334,87,5,training,2
3/24/2019 6:00,3/24/2019,6:00,0.53515625,15.6,0,1.5,325,92,5,training,2
3/24/2019 7:00,3/24/2019,7:00,2.09375,15.7,0,1,93,89,5,training,2
3/24/2019 8:00,3/24/2019,8:00,1.99609375,16,0,0.3,3,90,5,training,2
3/24/2019 9:00,3/24/2019,9:00,6.27734375,15.6,1,1.1,307,99,5,training,2
3/24/2019 10:00,3/24/2019,10:00,12.01171875,14.8,7,0.6,346,99,5,training,2
3/24/2019 11:00,3/24/2019,11:00,22.90234375,15.4,1,0.5,348,99,5,training,2
3/24/2019 12:00,3/24/2019,12:00,28.6953125,16,2.5,0.7,308,99,5,training,2
3/24/2019 13:00,3/24/2019,13:00,20.3515625,16.8,0.5,0.7,73,99,5,training,2
3/24/2019 14:00,3/24/2019,14:00,11.21875,17.1,0,1,257,99,5,training,2
3/24/2019 15:00,3/24/2019,15:00,8.26171875,17.4,0,0.7,5,99,5,training,2
3/24/2019 16:00,3/24/2019,16:00,9.65234375,17.9,0,1.2,98,99,5,training,2
3/24/2019 17:00,3/24/2019,17:00,2.86328125,18.1,0.5,0,0,99,5,training,2
3/25/2019 6:00,3/25/2019,6:00,3.4609375,17.1,0,1.1,75,99,5,training,2
3/25/2019 7:00,3/25/2019,7:00,9.5546875,17.5,0,0.9,43,99,5,training,2
3/25/2019 8:00,3/25/2019,8:00,32.62890625,18.5,0,0.6,227,99,5,training,2
3/25/2019 9:00,3/25/2019,9:00,53.7578125,20.8,0,0.8,224,88,5,training,2
3/25/2019 10:00,3/25/2019,10:00,20.41796875,21.3,0,1,92,89,5,training,2
3/25/2019 11:00,3/25/2019,11:00,14.23046875,20.2,0,1.2,7,99,5,training,2
3/25/2019 12:00,3/25/2019,12:00,17.62890625,20.4,0,1.1,338,99,5,training,2
3/25/2019 13:00,3/25/2019,13:00,38.0078125,21.2,0,0.8,32,96,5,training,2
3/25/2019 14:00,3/25/2019,14:00,11.51171875,20.6,0,2.1,350,99,5,training,2
3/25/2019 15:00,3/25/2019,15:00,34.7890625,20,0,1.1,40,99,5,training,2
3/25/2019 16:00,3/25/2019,16:00,30.85546875,21.6,0,2.5,344,95,5,training,2
3/25/2019 17:00,3/25/2019,17:00,12.35546875,21.4,0,2.2,338,97,5,training,2
3/26/2019 6:00,3/26/2019,6:00,12.19921875,17.1,0,0.6,133,99,1,training,2
3/26/2019 7:00,3/26/2019,7:00,52.5546875,17.5,0,0.6,257,99,1,training,2
3/26/2019 8:00,3/26/2019,8:00,66.9453125,18.5,0,1.1,344,99,1,training,2
3/26/2019 9:00,3/26/2019,9:00,132.6132813,18.9,0,0.8,286,94,1,training,2
3/26/2019 10:00,3/26/2019,10:00,151.5585938,21.2,0,1,336,81,1,training,2
3/26/2019 11:00,3/26/2019,11:00,160.2578125,22.7,0,1.7,302,77,1,training,2
3/26/2019 12:00,3/26/2019,12:00,153.1875,24.1,0,1.4,280,69,1,training,2
3/26/2019 13:00,3/26/2019,13:00,146.78125,24.6,0,1.5,320,62,1,training,2
3/26/2019 14:00,3/26/2019,14:00,122.6210938,26.2,0,1.3,318,58,1,training,2
3/26/2019 15:00,3/26/2019,15:00,85.7578125,26.1,0,1.8,348,59,1,training,2
3/26/2019 16:00,3/26/2019,16:00,44.4453125,27,0,1.1,281,57,1,training,2
3/26/2019 17:00,3/26/2019,17:00,12.23046875,24.7,0,2.5,306,75,1,training,2
3/27/2019 6:00,3/27/2019,6:00,4.6875,20.2,0,0.8,357,99,1,testing,1
3/27/2019 7:00,3/27/2019,7:00,34.3125,20.4,0,1.5,350,99,1,testing,1
3/27/2019 8:00,3/27/2019,8:00,79.6015625,21.5,0,1.8,23,89,1,testing,1
3/27/2019 9:00,3/27/2019,9:00,113.9648438,23.5,0,0.8,347,80,1,testing,1
3/27/2019 10:00,3/27/2019,10:00,138.1914063,25.5,0,1.1,332,70,1,testing,1
3/27/2019 11:00,3/27/2019,11:00,148.6679688,26.6,0,1.9,284,58,1,testing,1
3/27/2019 12:00,3/27/2019,12:00,149.390625,27.4,0,1.2,304,55,1,testing,1
3/27/2019 13:00,3/27/2019,13:00,127.2890625,28.5,0,1.6,280,51,1,testing,1
3/27/2019 14:00,3/27/2019,14:00,87.1953125,26.9,0,3.5,324,66,1,testing,1
3/27/2019 15:00,3/27/2019,15:00,43.63671875,27.2,0,2.3,298,65,1,testing,1
3/27/2019 16:00,3/27/2019,16:00,23.90625,26.6,0,2.6,319,67,1,testing,1
3/27/2019 17:00,3/27/2019,17:00,6.83984375,26.2,0,1.8,311,68,1,testing,1
3/28/2019 6:00,3/28/2019,6:00,9.44140625,21.1,0,1.3,103,94,2,training,2
3/28/2019 7:00,3/28/2019,7:00,39.546875,21.6,0,0.9,115,88,2,training,2
3/28/2019 8:00,3/28/2019,8:00,79.49609375,24.4,0,0,0,79,2,training,2
3/28/2019 9:00,3/28/2019,9:00,110.6484375,26.2,0,0.8,85,72,2,training,2
3/28/2019 10:00,3/28/2019,10:00,134.2421875,27.4,0,0.8,236,65,2,training,2
3/28/2019 11:00,3/28/2019,11:00,125.3125,27.9,0,1.2,246,69,2,training,2
3/28/2019 12:00,3/28/2019,12:00,113,28.5,0,2.8,230,67,2,training,2
3/28/2019 13:00,3/28/2019,13:00,121.9179688,29.2,0,2.2,227,66,2,training,2
3/28/2019 14:00,3/28/2019,14:00,110.296875,28.9,0,3,240,68,2,training,2
3/28/2019 15:00,3/28/2019,15:00,77.91015625,28.8,0,3.3,231,70,2,training,2
3/28/2019 16:00,3/28/2019,16:00,42.37109375,28,0,3.5,232,71,2,training,2
3/28/2019 17:00,3/28/2019,17:00,10.90625,27.2,0,2.6,233,76,2,training,2
3/29/2019 6:00,3/29/2019,6:00,8.09375,22.7,0,0.9,99,93,2,training,2
3/29/2019 7:00,3/29/2019,7:00,42.12890625,23.1,0,0.9,123,89,2,training,2
3/29/2019 8:00,3/29/2019,8:00,60.20703125,24.9,0,1.9,184,86,2,training,2
3/29/2019 9:00,3/29/2019,9:00,85.72265625,26,0,1.4,210,76,2,training,2
3/29/2019 10:00,3/29/2019,10:00,107.1992188,26.5,0,2,247,66,2,training,2
3/29/2019 11:00,3/29/2019,11:00,105.6601563,27.8,0,2.4,236,64,2,training,2
3/29/2019 12:00,3/29/2019,12:00,108.5195313,27.7,0,3.1,248,66,2,training,2
3/29/2019 13:00,3/29/2019,13:00,127.171875,27.6,0,2.9,251,69,2,training,2
3/29/2019 14:00,3/29/2019,14:00,92.57421875,27.6,0,2.9,229,68,2,training,2
3/29/2019 15:00,3/29/2019,15:00,44.58984375,27.3,0,3.3,246,71,2,training,2
3/29/2019 16:00,3/29/2019,16:00,25.58203125,27,0,2,239,72,2,training,2
3/29/2019 17:00,3/29/2019,17:00,5.12109375,26.3,0,2.5,246,78,2,training,2
3/30/2019 6:00,3/30/2019,6:00,5.52734375,19.8,0,1.5,360,99,2,training,2
3/30/2019 7:00,3/30/2019,7:00,27.609375,20.1,0,1.9,360,99,2,training,2
3/30/2019 8:00,3/30/2019,8:00,65.70703125,21.2,0,1.4,27,96,2,training,2
3/30/2019 9:00,3/30/2019,9:00,92.921875,23.6,0,1.3,70,85,2,training,2
3/30/2019 10:00,3/30/2019,10:00,103.2617188,23.6,0,2.4,309,87,2,training,2
3/30/2019 11:00,3/30/2019,11:00,97.44921875,24.2,0,1.8,320,81,2,training,2
3/30/2019 12:00,3/30/2019,12:00,121.734375,24.8,0,1.7,331,75,2,training,2
3/30/2019 13:00,3/30/2019,13:00,133.1992188,26,0,0.8,356,67,2,training,2
3/30/2019 14:00,3/30/2019,14:00,88.38671875,26.9,0,0.7,267,64,2,training,2
3/30/2019 15:00,3/30/2019,15:00,27.7734375,26.1,0,2.8,321,72,2,training,2
3/30/2019 16:00,3/30/2019,16:00,25.64453125,25.3,0,2.7,319,74,2,training,2
3/30/2019 17:00,3/30/2019,17:00,11.2734375,24.5,0,2.6,310,78,2,training,2
3/31/2019 6:00,3/31/2019,6:00,9.4296875,21.1,0,0.7,314,99,1,training,2
3/31/2019 7:00,3/31/2019,7:00,40.12109375,20.9,0,0.9,298,93,1,training,2
3/31/2019 8:00,3/31/2019,8:00,79.0859375,21.7,0,1.7,333,91,1,training,2
3/31/2019 9:00,3/31/2019,9:00,113.7304688,23,0,2,325,85,1,training,2
3/31/2019 10:00,3/31/2019,10:00,136.1953125,25.8,0,0.4,30,73,1,training,2
3/31/2019 11:00,3/31/2019,11:00,157.8828125,26.6,0,1.6,265,71,1,training,2
3/31/2019 12:00,3/31/2019,12:00,135.8828125,27.9,0,2.2,227,63,1,training,2
3/31/2019 13:00,3/31/2019,13:00,94.34375,26,0,4,313,73,1,training,2
3/31/2019 14:00,3/31/2019,14:00,51.578125,26.4,0,3.3,322,66,1,training,2
3/31/2019 15:00,3/31/2019,15:00,44.203125,25.9,0,2.9,313,65,1,training,2
3/31/2019 16:00,3/31/2019,16:00,32.0703125,25.3,0,2.3,312,66,1,training,2
3/31/2019 17:00,3/31/2019,17:00,7.61328125,23.7,0,2.6,317,71,1,training,2
4/1/2019 6:00,4/1/2019,6:00,1.53515625,17.6,0,1.7,342,85,5,testing,1
4/1/2019 7:00,4/1/2019,7:00,7.70703125,17.8,0,1.5,359,88,5,testing,1
4/1/2019 8:00,4/1/2019,8:00,12.3671875,17.9,0,2.1,342,87,5,testing,1
4/1/2019 9:00,4/1/2019,9:00,13.984375,17.3,0,1.8,336,99,5,testing,1
4/1/2019 10:00,4/1/2019,10:00,16.30859375,16.9,0,2.3,348,99,5,testing,1
4/1/2019 11:00,4/1/2019,11:00,24.5234375,16.8,0,2,343,99,5,testing,1
4/1/2019 12:00,4/1/2019,12:00,20.640625,17.4,0.5,2,331,99,5,testing,1
4/1/2019 13:00,4/1/2019,13:00,11.67578125,17.9,0,1.7,360,99,5,testing,1
4/1/2019 14:00,4/1/2019,14:00,11.484375,17.9,0,2,326,99,5,testing,1
4/1/2019 15:00,4/1/2019,15:00,6.93359375,18,0,2.5,342,96,5,testing,1
4/1/2019 16:00,4/1/2019,16:00,6.2109375,18.1,0,1.8,7,98,5,testing,1
4/1/2019 17:00,4/1/2019,17:00,2.0234375,18.3,0,1.7,8,94,5,testing,1
4/2/2019 6:00,4/2/2019,6:00,4.86328125,17.8,0,0,0,99,3,testing,1
4/2/2019 7:00,4/2/2019,7:00,23.5703125,17.9,0,1.1,305,99,3,testing,1
4/2/2019 8:00,4/2/2019,8:00,44.0859375,19.3,0,0.6,298,98,3,testing,1
4/2/2019 9:00,4/2/2019,9:00,66.55859375,20.2,0,0.7,270,93,3,testing,1
4/2/2019 10:00,4/2/2019,10:00,94.39453125,21.8,0,0.9,360,77,3,testing,1
4/2/2019 11:00,4/2/2019,11:00,123.8945313,23.4,0,1.5,213,71,3,testing,1
4/2/2019 12:00,4/2/2019,12:00,102.6796875,24.4,0,1.9,231,71,3,testing,1
4/2/2019 13:00,4/2/2019,13:00,82.49609375,25.2,0,1.6,235,67,3,testing,1
4/2/2019 14:00,4/2/2019,14:00,67.20703125,25.6,0,1,238,65,3,testing,1
4/2/2019 15:00,4/2/2019,15:00,61.21484375,24.5,0,2.8,321,75,3,testing,1
4/2/2019 16:00,4/2/2019,16:00,44.828125,24,0,3.3,322,73,3,testing,1
4/2/2019 17:00,4/2/2019,17:00,12.796875,23.1,0,2.5,323,84,3,testing,1
4/3/2019 6:00,4/3/2019,6:00,5.84375,19,0,2,354,99,1,training,2
4/3/2019 7:00,4/3/2019,7:00,10.36328125,19.3,0,3.6,346,99,1,training,2
4/3/2019 8:00,4/3/2019,8:00,29.1875,19.6,0,3.5,350,99,1,training,2
4/3/2019 9:00,4/3/2019,9:00,86.69140625,20.9,0,2.9,356,94,1,training,2
4/3/2019 10:00,4/3/2019,10:00,134.1328125,22.4,0,1.9,34,86,1,training,2
4/3/2019 11:00,4/3/2019,11:00,153.5195313,24,0,3.1,338,78,1,training,2
4/3/2019 12:00,4/3/2019,12:00,128.0117188,24.9,0,3.1,349,68,1,training,2
4/3/2019 13:00,4/3/2019,13:00,132.4335938,25.2,0,3.8,348,71,1,training,2
4/3/2019 14:00,4/3/2019,14:00,119.0546875,25.1,0,4.4,342,72,1,training,2
4/3/2019 15:00,4/3/2019,15:00,82.2578125,25.8,0,3.5,358,65,1,training,2
4/3/2019 16:00,4/3/2019,16:00,42.36328125,23.7,0,4.5,328,83,1,training,2
4/3/2019 17:00,4/3/2019,17:00,11.796875,21.8,0,4.8,341,90,1,training,2
4/4/2019 6:00,4/4/2019,6:00,10.91015625,18.9,0,0.3,293,99,2,training,2
4/4/2019 7:00,4/4/2019,7:00,42.8984375,19.6,0,0,0,99,2,training,2
4/4/2019 8:00,4/4/2019,8:00,81.94921875,21.2,0,0.5,311,95,2,training,2
4/4/2019 9:00,4/4/2019,9:00,116.3945313,22.7,0,0.9,333,83,2,training,2
4/4/2019 10:00,4/4/2019,10:00,132.3554688,23.8,0,1,258,79,2,training,2
4/4/2019 11:00,4/4/2019,11:00,105.2460938,24.6,0,2.4,319,81,2,training,2
4/4/2019 12:00,4/4/2019,12:00,108.2070313,24.2,0,2.6,319,84,2,training,2
4/4/2019 13:00,4/4/2019,13:00,120.359375,25.2,0,1.3,326,78,2,training,2
4/4/2019 14:00,4/4/2019,14:00,102.03125,25.3,0,2.3,282,78,2,training,2
4/4/2019 15:00,4/4/2019,15:00,68.6484375,25.9,0,1.4,312,76,2,training,2
4/4/2019 16:00,4/4/2019,16:00,22.26171875,24.4,0,2.9,313,86,2,training,2
4/4/2019 17:00,4/4/2019,17:00,2.390625,23,0,3.2,317,96,2,training,2
4/5/2019 6:00,4/5/2019,6:00,6.8828125,19.7,0,0.9,2,99,4,training,2
4/5/2019 7:00,4/5/2019,7:00,11.04296875,20.1,0,3.1,337,99,4,training,2
4/5/2019 8:00,4/5/2019,8:00,36.7421875,20.7,0,1.9,352,99,4,training,2
4/5/2019 9:00,4/5/2019,9:00,55.98046875,21.8,0,1,17,95,4,training,2
4/5/2019 10:00,4/5/2019,10:00,51.359375,22.1,0,2.8,317,95,4,training,2
4/5/2019 11:00,4/5/2019,11:00,37.359375,22.1,0,2.5,306,97,4,training,2
4/5/2019 12:00,4/5/2019,12:00,80.95703125,22.8,0,1.6,337,90,4,training,2
4/5/2019 13:00,4/5/2019,13:00,67.73046875,23.6,0,1.7,306,85,4,training,2
4/5/2019 14:00,4/5/2019,14:00,94.3125,24.7,0,1,325,81,4,training,2
4/5/2019 15:00,4/5/2019,15:00,81.48046875,25.7,0,1.8,318,73,4,training,2
4/5/2019 16:00,4/5/2019,16:00,44.17578125,26.6,0,1.6,324,68,4,training,2
4/5/2019 17:00,4/5/2019,17:00,13.20703125,25.2,0,2,315,79,4,training,2
4/6/2019 6:00,4/6/2019,6:00,8.8671875,20.1,0,0.5,91,99,2,training,2
4/6/2019 7:00,4/6/2019,7:00,46.28125,21,0,0.7,154,99,2,training,2
4/6/2019 8:00,4/6/2019,8:00,87.55078125,22.7,0,1.5,132,89,2,training,2
4/6/2019 9:00,4/6/2019,9:00,118,24.9,0,1.2,187,78,2,training,2
4/6/2019 10:00,4/6/2019,10:00,129.8945313,25.3,0,2.9,230,75,2,training,2
4/6/2019 11:00,4/6/2019,11:00,113.2578125,26.7,0,2.9,198,70,2,training,2
4/6/2019 12:00,4/6/2019,12:00,95.40234375,27,0,2,211,67,2,training,2
4/6/2019 13:00,4/6/2019,13:00,114.703125,27.5,0,1.9,225,65,2,training,2
4/6/2019 14:00,4/6/2019,14:00,50.18359375,27.1,0,2.4,308,67,2,training,2
4/6/2019 15:00,4/6/2019,15:00,37.05078125,26.5,0,2.8,285,70,2,training,2
4/6/2019 16:00,4/6/2019,16:00,27.8515625,25.9,0,2,304,76,2,training,2
4/6/2019 17:00,4/6/2019,17:00,11.40625,26.1,0,1.5,313,76,2,training,2
4/7/2019 6:00,4/7/2019,6:00,13.015625,21,0,1.6,124,96,2,training,2
4/7/2019 7:00,4/7/2019,7:00,49.54296875,21.8,0,1.7,130,90,2,training,2
4/7/2019 8:00,4/7/2019,8:00,90.98828125,24.5,0,1,133,77,2,training,2
4/7/2019 9:00,4/7/2019,9:00,118.1640625,25.2,0,2.8,191,74,2,training,2
4/7/2019 10:00,4/7/2019,10:00,126.5390625,26.1,0,2.2,221,75,2,training,2
4/7/2019 11:00,4/7/2019,11:00,131.6796875,27.2,0,2.7,254,70,2,training,2
4/7/2019 12:00,4/7/2019,12:00,77.1328125,27.9,0,1.6,213,65,2,training,2
4/7/2019 13:00,4/7/2019,13:00,88.19921875,28,0,3.5,270,64,2,training,2
4/7/2019 14:00,4/7/2019,14:00,64.125,27.8,0,2.9,265,69,2,training,2
4/7/2019 15:00,4/7/2019,15:00,64.4140625,28.2,0,2.5,278,64,2,training,2
4/7/2019 16:00,4/7/2019,16:00,44.86328125,28.8,0,1.3,302,61,2,training,2
4/7/2019 17:00,4/7/2019,17:00,12.265625,28.3,0,0.8,290,64,2,training,2
4/8/2019 6:00,4/8/2019,6:00,12.80859375,20.6,0,0.9,88,99,2,testing,1
4/8/2019 7:00,4/8/2019,7:00,43.62890625,21.9,0,0.4,66,91,2,testing,1
