id,cluster,voltage_ab,voltage_bc,voltage_ca,current_ab,current_bc,current_ca, real_power_ab, real_power_bc, real_power_ca,apparent_power_ab,apparent_power_bc,apparent_power_ca,reactive_power_ab,reactive_power_bc,reactive_power_ca,frequency,power_factor,real_power,apparent_power,accumulate_consumption,duration_consumption,inserted_at
144,3,110.41,109.82,110.45,42,40,36,0.6,1,0.4,4.6,4.2,3.8,-4.6,-4.2,-3.8,60,-0.189,2.4,13,2219.2,0.8,5/10/2017 4:00
145,1,219.95,218.89,219.91,60,55,55,3,3,4,13,12.5,12,-13,-12,-11,60,-0.286,10.5,38,8497.5,2,5/10/2017 4:15
146,2,219.87,218.56,219.6,38.4,38.4,38.4,1.92,1.92,1.92,8.96,8.96,8.96,-8.96,-8.32,-8.96,60,-0.247,6.4,27.52,12055.7,1.28,5/10/2017 4:15
147,3,109.93,109.4,109.9,40,40,38,0.8,0.8,0.6,4.4,4.2,4.2,-4.4,-4.2,-4,60,-0.197,2.4,13,2219.6,0.4,5/10/2017 4:15
148,1,220.89,219.59,220.77,60,55,55,3,3,4,13.5,12.5,12,-13,-12,-11.5,60,-0.283,10.5,38.5,8501,3.5,5/10/2017 4:30
149,2,220.66,219.31,220.64,38.4,38.4,38.4,1.92,1.92,2.56,8.96,8.96,8.96,-8.32,-8.32,-8.96,60,-0.263,7.04,27.52,12058.2,2.56,5/10/2017 4:30
150,3,110.32,109.72,110.44,42,40,38,0.6,1,0.2,4.6,4.2,4,-4.6,-4.2,-4,60,-0.168,2.2,13,2220.4,0.8,5/10/2017 4:30
151,1,220.61,219.51,220.33,60,55,55,3.5,3.5,4,13.5,12.5,12,-13,-12,-11.5,60,-0.299,11.5,38.5,8503,2,5/10/2017 4:45
152,2,220.6,219.46,220.43,38.4,38.4,38.4,1.92,1.92,2.56,8.96,8.96,8.96,-8.32,-8.32,-8.96,60,-0.27,7.04,27.52,12058.9,0.64,5/10/2017 4:45
153,3,110.26,109.71,110.21,42,38,40,0.8,1,1.4,4.6,4,4.4,-4.6,-4,-4,60,-0.262,3.4,13.2,2220.8,0.4,5/10/2017 4:45
154,1,220.29,219.24,220.14,65,60,55,3.5,3,4.5,13.5,12.5,12.5,-13,-12,-11.5,60,-0.29,11,38.5,8507,4,5/10/2017 5:00
155,2,220.21,219.04,219.94,38.4,38.4,38.4,1.92,1.92,1.92,8.96,8.96,8.96,-8.96,-8.32,-8.96,60,-0.253,7.04,27.52,12061.4,2.56,5/10/2017 5:00
156,3,110.31,109.82,110.28,42,40,36,0.6,1,0.4,4.6,4.2,3.8,-4.6,-4.2,-3.8,60,-0.176,2.2,12.8,2221.8,1,5/10/2017 5:00
157,1,220.69,219.66,220.52,60,60,55,3,3,4,14,12.5,12.5,-13.5,-12.5,-11.5,60,-0.262,10,39,8508.5,1.5,5/10/2017 5:15
158,2,220.64,219.5,220.23,38.4,38.4,38.4,1.92,1.92,2.56,8.96,8.96,9.6,-8.96,-8.32,-8.96,60,-0.253,7.04,27.52,12062.7,1.28,5/10/2017 5:15
159,3,110.69,110.24,110.41,42,40,38,0.6,1.4,1,4.6,4.4,4,-4.6,-4.2,-4,60,-0.255,3.4,13.4,2222.2,0.4,5/10/2017 5:15
160,1,221.65,220.45,221.48,65,60,55,3,2.5,4,14,13,12.5,-13.5,-12.5,-11.5,60,-0.251,10,39.5,8512,3.5,5/10/2017 5:30
161,2,221.59,220.39,221.46,38.4,38.4,38.4,1.92,1.92,1.92,8.96,8.96,8.96,-8.96,-8.32,-8.96,60,-0.249,6.4,27.52,12065.3,2.56,5/10/2017 5:30
162,3,110.82,110.31,110.85,42,40,38,0.6,1.4,0.6,4.6,4.4,4.2,-4.6,-4.2,-4.2,60,-0.227,3,13.4,2223,0.8,5/10/2017 5:30
163,1,221.52,220.42,221.32,65,60,55,3,3,4,14,13,12.5,-13.5,-12.5,-11.5,60,-0.269,10.5,40,8514,2,5/10/2017 5:45
164,2,221.31,220.03,221.1,38.4,38.4,38.4,1.92,1.92,2.56,8.96,8.32,9.6,-8.32,-8.32,-8.96,60,-0.27,7.04,27.52,12066.6,1.28,5/10/2017 5:45
165,3,110.66,110.09,110.59,42,40,38,0.6,1,1,4.6,4.4,4.2,-4.6,-4.2,-4,60,-0.227,3,13.4,2223.4,0.4,5/10/2017 5:45
166,1,220.1,219,219.87,65,60,55,3,3,4,13.5,13,12,-13.5,-12.5,-11.5,60,-0.278,10.5,39,8518,4,5/10/2017 6:00
167,2,220.12,219.01,219.97,38.4,38.4,38.4,1.92,1.92,1.92,8.96,8.96,8.96,-8.32,-8.32,-8.96,60,-0.257,7.04,27.52,12069.1,2.56,5/10/2017 6:00
168,3,109.92,109.42,109.98,42,40,38,1,0.8,0.6,4.6,4.2,4.2,-4.4,-4.2,-4.2,60,-0.197,2.6,13.2,2224.2,0.8,5/10/2017 6:00
169,1,220.84,219.47,220.72,60,55,55,3,3,4,13.5,12.5,12,-13,-12.5,-11.5,60,-0.272,10.5,39,8519.5,1.5,5/10/2017 6:15
170,2,220.96,219.58,220.73,38.4,38.4,38.4,1.92,1.92,2.56,8.96,8.96,8.96,-8.96,-8.32,-8.96,60,-0.268,7.04,27.52,12069.8,0.64,5/10/2017 6:15
171,3,110.42,109.86,110.48,42,40,40,0.6,1,0.4,4.6,4.2,4.4,-4.6,-4.2,-4.2,60,-0.183,2.4,13.4,2224.8,0.6,5/10/2017 6:15
172,1,221,219.93,220.67,60,60,55,3.5,2.5,4,13.5,12.5,12,-13,-12,-11.5,60,-0.28,10.5,38,8523,3.5,5/10/2017 6:30
173,2,220.97,219.8,220.68,38.4,38.4,38.4,1.92,1.92,1.92,8.96,8.32,8.96,-8.96,-8.32,-8.96,60,-0.257,7.04,27.52,12072.3,2.56,5/10/2017 6:30
174,3,110.16,109.69,110.08,44,40,38,1.4,1,0.8,4.6,4.2,4,-4.4,-4.2,-4,60,-0.254,3.2,13.2,2225.6,0.8,5/10/2017 6:30
175,1,219.68,218.92,219.38,60,55,55,2.5,2.5,4,13.5,12,12,-13,-12,-11.5,60,-0.258,9.5,38,8524.5,1.5,5/10/2017 6:45
176,2,219.42,218.72,218.95,38.4,38.4,44.8,1.92,1.92,2.56,8.96,8.96,9.6,-8.96,-8.32,-8.96,60,-0.26,7.04,27.52,12073.6,1.28,5/10/2017 6:45
177,3,110.05,109.62,110.1,44,40,38,1.4,1,0.2,4.6,4.2,4.2,-4.4,-4.2,-4.2,60,-0.212,2.8,13.2,2226.2,0.6,5/10/2017 6:45
178,1,219.03,218.07,218.79,60,60,55,2.5,2.5,4,13.5,12,12,-13,-11.5,-11,60,-0.254,9.5,37.5,8528.5,4,5/10/2017 7:00
179,2,218.96,218.04,218.64,38.4,38.4,44.8,1.92,1.92,1.92,8.96,8.32,8.96,-8.96,-8.32,-8.96,60,-0.257,7.04,27.52,12076.2,2.56,5/10/2017 7:00
180,3,109.35,108.92,109.39,42,38,38,1.4,1,0.4,4.6,4.2,4.2,-4.4,-4,-4.2,60,-0.237,3,13,2227.2,1,5/10/2017 7:00
181,1,218.23,217.25,218.03,60,55,55,2.5,2.5,3.5,13,12,11.5,-13,-11.5,-11,60,-0.243,9,37.5,8530,1.5,5/10/2017 7:15
182,2,218.41,217.34,218.17,38.4,38.4,38.4,1.92,1.92,1.92,8.96,8.96,8.96,-8.32,-8.32,-8.96,60,-0.255,7.04,27.52,12077.4,1.28,5/10/2017 7:15
183,3,109.13,108.64,109.03,42,38,36,1.4,1,0.4,4.6,4.2,4,-4.4,-4,-4,60,-0.221,2.8,12.8,2227.8,0.6,5/10/2017 7:15
184,1,217.5,216.46,217.25,60,55,50,2,2,3.5,13,12,11.5,-13,-11.5,-11,60,-0.222,8,37,8533,3,5/10/2017 7:30
185,2,217.76,216.76,217.3,38.4,38.4,38.4,1.92,1.92,1.92,8.96,8.32,8.96,-8.96,-8.32,-8.96,60,-0.263,7.04,27.52,12079.4,1.92,5/10/2017 7:30
186,3,108.68,108.24,108.68,40,38,38,0.8,1,1,4.4,4,4.2,-4.4,-3.8,-4.2,60,-0.227,2.8,12.8,2228.6,0.8,5/10/2017 7:30
187,1,218.44,217.37,218.14,60,55,55,2.5,2,3.5,13.5,12,12,-13,-12,-11,60,-0.221,8,37.5,8534.5,1.5,5/10/2017 7:45
188,2,218.1,217.06,217.89,38.4,38.4,38.4,1.92,1.92,2.56,8.96,8.96,9.6,-8.96,-8.32,-8.96,60,-0.26,7.04,27.52,12080.6,1.28,5/10/2017 7:45
189,3,109.29,108.82,109.24,40,38,36,1,1,0.4,4.4,4,4,-4.2,-3.8,-4,60,-0.209,2.6,12.4,2229,0.4,5/10/2017 7:45
190,1,216.77,215.98,216.47,60,60,60,3,5.5,8.5,13,12.5,13.5,-12.5,-11.5,-10.5,60,-0.453,17.5,39,8538.5,4,5/10/2017 8:00
191,2,216.46,215.67,216.36,38.4,38.4,38.4,1.92,1.92,2.56,8.96,8.32,8.96,-8.96,-8.32,-8.96,60,-0.263,7.04,27.52,12083.2,2.56,5/10/2017 8:00
192,3,108.5,108.09,108.4,40,38,36,0.8,1,1.4,4.4,4.2,4,-4.4,-4,-3.6,60,-0.267,3.4,12.6,2230,1,5/10/2017 8:00
193,1,215.88,215.06,215.58,60,60,55,1,4,3,13,13,11.5,-13,-12,-11,60,-0.233,8.5,37.5,8540.5,2,5/10/2017 8:15
194,2,215.64,214.8,215.37,38.4,38.4,38.4,1.92,1.92,1.92,8.96,8.96,8.96,-8.32,-8.32,-8.96,60,-0.257,7.04,27.52,12084.5,1.28,5/10/2017 8:15
195,3,107.99,107.63,107.97,42,40,36,1.2,1,0.4,4.6,4.2,4,-4.4,-4,-3.8,60,-0.233,3,12.8,2230.4,0.4,5/10/2017 8:15
196,1,217.1,216.33,216.86,60,55,50,2,3,2,13,13,11,-13,-12.5,-11,60,-0.206,7.5,37.5,8544,3.5,5/10/2017 8:30
197,2,217.34,216.57,217.06,38.4,38.4,38.4,1.92,1.92,1.92,8.96,8.96,8.96,-8.96,-8.32,-8.96,60,-0.249,6.4,27.52,12086.4,1.92,5/10/2017 8:30
198,3,108.74,108.38,108.69,44,38,38,1.8,1.2,0.8,4.8,4.2,4,-4.4,-4,-3.8,60,-0.313,4,13.2,2231.8,1.4,5/10/2017 8:30
199,1,217.8,217.16,217.63,60,55,50,3,1.5,2.5,13,12.5,11.5,-12.5,-12,-11,60,-0.204,7.5,37,8545,1,5/10/2017 8:45
200,2,217.64,216.97,217.55,38.4,38.4,38.4,1.92,1.92,1.92,8.96,8.32,8.96,-8.96,-8.32,-8.96,60,-0.255,7.04,27.52,12087.7,1.28,5/10/2017 8:45
201,3,108.94,108.59,108.91,42,40,36,0.8,1.4,0.6,4.6,4.2,4,-4.4,-4,-4,60,-0.229,3,13,2232.2,0.4,5/10/2017 8:45
202,1,216.83,215.89,216.7,65,60,55,7,5.5,3.5,14.5,13,11.5,-12.5,-11.5,-11,60,-0.414,16,39,8549.5,4.5,5/10/2017 9:00
203,2,216.7,215.72,216.54,38.4,38.4,38.4,1.92,1.92,1.92,8.96,8.32,8.96,-8.96,-8.32,-8.96,60,-0.249,6.4,27.52,12090.2,2.56,5/10/2017 9:00
204,3,108.54,108.12,108.52,42,40,36,1.6,1.2,1,4.8,4.2,3.8,-4.4,-4,-3.6,60,-0.323,4.2,12.8,2233.4,1.2,5/10/2017 9:00
205,1,215.98,214.93,215.67,60,60,50,4,7,2.5,13.5,14,11.5,-12.5,-12,-11,60,-0.362,14,38.5,8551.5,2,5/10/2017 9:15
206,2,215.9,214.83,215.59,38.4,38.4,38.4,1.92,1.92,1.92,8.96,8.32,8.96,-8.96,-8.32,-8.96,60,-0.257,7.04,27.52,12091.5,1.28,5/10/2017 9:15
207,3,108.13,107.65,108.04,44,40,34,1.4,2.2,1.2,4.8,4.6,3.8,-4.4,-4,-3.6,60,-0.384,5,13.2,2234,0.6,5/10/2017 9:15
208,1,217.9,216.85,217.49,60,55,55,5.5,5.5,4.5,13.5,12.5,12,-12.5,-11.5,-11,60,-0.408,15.5,38.5,8556.5,5,5/10/2017 9:30
209,2,217.7,216.57,217.36,38.4,38.4,38.4,1.92,1.92,1.92,8.96,8.96,8.96,-8.96,-8.32,-8.96,60,-0.255,7.04,27.52,12093.4,1.92,5/10/2017 9:30
210,3,108.84,108.36,108.76,42,40,36,1,1,0.8,4.6,4.2,3.8,-4.4,-4,-3.8,60,-0.25,3.2,12.8,2235.2,1.2,5/10/2017 9:30
211,1,217.69,216.75,217.54,60,60,55,5,5.5,6,13.5,13,12.5,-12.5,-11.5,-10.5,60,-0.439,17.5,39.5,8559.5,3,5/10/2017 9:45
212,2,217.51,216.52,217.39,38.4,38.4,38.4,1.92,1.92,1.92,8.96,8.96,8.96,-8.32,-8.32,-8.96,60,-0.261,7.04,27.52,12094.7,1.28,5/10/2017 9:45
213,3,108.79,108.35,108.74,42,40,34,1,1.2,1,4.6,4.2,3.8,-4.4,-4,-3.6,60,-0.261,3.2,12.8,2236,0.8,5/10/2017 9:45
214,1,217.26,216.33,216.98,60,55,55,3,3.5,5,13,12.5,12,-12.5,-11.5,-11,60,-0.324,12,37.5,8563.5,4,5/10/2017 10:00
215,2,217.29,216.31,217.01,38.4,38.4,38.4,1.92,1.92,1.92,8.96,8.32,8.96,-8.96,-8.32,-8.96,60,-0.255,7.04,27.52,12097.3,2.56,5/10/2017 10:00
216,3,108.63,108.25,108.59,46,40,36,2,1,0.6,5,4.2,3.8,-4.6,-4,-3.8,60,-0.305,4,13,2237,1,5/10/2017 10:00
217,1,216.73,215.62,216.34,55,55,50,0.5,-1,2.5,12.5,12.5,11.5,-12.5,-12,-11,60,-0.057,2,36.5,8565.5,2,5/10/2017 10:15
218,2,216.8,215.64,216.39,38.4,38.4,38.4,1.92,1.92,1.92,8.96,8.96,8.96,-8.32,-8.32,-8.96,60,-0.255,7.04,27.52,12098.6,1.28,5/10/2017 10:15
219,3,108.42,107.97,108.33,42,40,36,1,1,0.6,4.6,4.2,3.8,-4.4,-4,-3.6,60,-0.23,2.8,12.6,2237.6,0.6,5/10/2017 10:15
220,1,216.77,215.85,216.59,60,55,55,1.5,4,5,12.5,12.5,12,-12.5,-11.5,-10.5,60,-0.308,11.5,37,8567.5,2,5/10/2017 10:30
221,2,216.58,215.66,216.48,38.4,38.4,38.4,1.92,1.92,1.92,8.96,8.32,8.96,-8.96,-8.32,-8.96,60,-0.255,7.04,27.52,12100.5,1.92,5/10/2017 10:30
222,3,108.25,107.88,108.34,42,38,34,1,1.2,0.8,4.6,4,3.6,-4.4,-3.8,-3.4,60,-0.266,3.2,12.2,2238.8,1.2,5/10/2017 10:30
223,1,216.78,215.79,216.49,60,55,65,4,2,9,13.5,12.5,14,-12.5,-12,-11,60,-0.398,15.5,39.5,8569.5,2,5/10/2017 10:45
224,2,216.71,215.63,216.51,38.4,38.4,38.4,2.56,1.92,2.56,8.96,8.32,8.96,-8.32,-8.32,-8.32,60,-0.292,7.68,26.88,12101.8,1.28,5/10/2017 10:45
225,3,108.42,107.99,108.4,44,38,36,1.4,1.2,1.6,4.6,4,4,-4.4,-3.8,-3.6,60,-0.335,4.2,12.8,2239.4,0.6,5/10/2017 10:45
226,1,216.69,215.56,216.25,60,55,50,-0.5,0,3,13,12,11.5,-13,-12,-11,60,-0.057,2,36.5,8573,3.5,5/10/2017 11:00
227,2,216.8,215.53,216.34,38.4,38.4,38.4,2.56,1.92,2.56,8.96,8.32,8.96,-8.32,-8.32,-8.32,60,-0.29,7.68,26.88,12104.3,2.56,5/10/2017 11:00
228,3,108.35,107.83,108.29,40,38,36,1,1.2,1,4.4,4.2,4,-4.2,-4,-3.8,60,-0.277,3.4,12.6,2240.6,1.2,5/10/2017 11:00
229,1,217.08,215.96,216.54,60,55,55,4,1.5,3.5,13,11.5,11.5,-12,-11.5,-10.5,60,-0.266,9.5,36.5,8574,1,5/10/2017 11:15
230,2,216.93,215.77,216.46,38.4,38.4,38.4,2.56,1.92,2.56,8.96,8.32,8.96,-8.32,-8.32,-8.32,60,-0.284,7.68,26.88,12106.2,1.92,5/10/2017 11:15
231,3,108.61,108.08,108.44,40,38,36,1,1,1,4.4,4.2,3.8,-4.2,-4,-3.6,60,-0.28,3.4,12.6,2241.2,0.6,5/10/2017 11:15
232,1,218.33,217.27,217.95,60,60,60,5.5,5.5,7,13.5,13,13,-12.5,-11.5,-10.5,60,-0.46,18,40,8579.5,5.5,5/10/2017 11:30
233,2,218.16,217.08,217.83,38.4,38.4,38.4,2.56,1.92,2.56,8.96,8.32,8.96,-8.32,-8.32,-8.32,60,-0.29,7.68,26.88,12108.8,2.56,5/10/2017 11:30
234,3,109.09,108.62,109.01,46,40,36,1.8,1.2,1,5,4.2,4,-4.6,-4,-3.8,60,-0.317,4.2,13.4,2242.4,1.2,5/10/2017 11:30
235,1,218.56,217.55,218.34,60,55,60,5.5,3,7,13.5,12.5,13,-12,-12,-11,60,-0.424,16.5,39.5,8582,2.5,5/10/2017 11:45
236,2,218.4,217.41,218.14,38.4,38.4,38.4,2.56,1.92,2.56,8.96,8.32,8.96,-8.32,-8.32,-8.32,60,-0.29,7.68,26.88,12110.1,1.28,5/10/2017 11:45
237,3,109.37,108.89,109.31,42,40,36,1,1.2,1.6,4.8,4.2,4,-4.6,-4,-3.6,60,-0.305,4,13,2243,0.6,5/10/2017 11:45
238,1,219.9,218.86,219.62,60,55,55,1.5,2,6,13,12.5,12.5,-13,-12,-11,60,-0.258,9.5,38,8587.5,5.5,5/10/2017 12:00
239,2,219.66,218.59,219.42,38.4,38.4,38.4,2.56,1.92,2.56,8.96,8.32,8.96,-8.32,-8.32,-8.32,60,-0.29,7.68,26.88,12112.6,2.56,5/10/2017 12:00
240,3,110.05,109.6,110,42,40,36,0.8,1,0.6,4.6,4.2,3.8,-4.6,-4.2,-3.8,60,-0.215,2.8,13,2244.2,1.2,5/10/2017 12:00
241,1,219.84,218.76,219.55,65,60,65,6.5,6.5,8.5,14,14,14,-12.5,-12,-11,60,-0.522,22,42.5,8590.5,3,5/10/2017 12:15
242,2,219.91,218.78,219.65,38.4,38.4,38.4,2.56,1.92,2.56,8.96,8.32,8.96,-8.32,-8.32,-8.32,60,-0.297,7.68,26.88,12113.9,1.28,5/10/2017 12:15
243,3,110.05,109.53,109.96,44,40,38,1.4,1,1.2,4.8,4.2,4.2,-4.6,-4.2,-4,60,-0.293,4,13.6,2244.6,0.4,5/10/2017 12:15
244,1,219.61,218.63,219.46,60,55,55,2.5,4.5,5,13,12.5,12.5,-13,-11.5,-11.5,60,-0.312,12,38.5,8596,5.5,5/10/2017 12:30
245,2,219.3,218.42,219.16,38.4,38.4,38.4,2.56,1.92,2.56,8.96,8.32,8.96,-8.32,-8.32,-8.32,60,-0.297,7.68,26.88,12116.5,2.56,5/10/2017 12:30
246,3,109.72,109.36,109.73,44,38,38,1.4,1,0.6,4.8,4.2,4.2,-4.6,-4,-4,60,-0.258,3.4,13.4,2245.6,1,5/10/2017 12:30
247,1,218.9,218.1,218.86,60,60,55,5,2.5,5,13.5,12.5,12.5,-12.5,-12,-11,60,-0.334,13,38.5,8598,2,5/10/2017 12:45
248,2,218.96,217.99,218.86,38.4,38.4,38.4,1.92,1.92,2.56,8.32,8.96,8.96,-8.32,-8.96,-8.32,60,-0.271,7.04,27.52,12117.8,1.28,5/10/2017 12:45
249,3,109.55,109.18,109.59,42,40,38,0.8,1,1.4,4.6,4.2,4.2,-4.6,-4.2,-4,60,-0.259,3.4,13.4,2246.2,0.6,5/10/2017 12:45
250,1,214.27,213.33,214.23,60,60,50,3.5,3,3.5,13,13,11.5,-12.5,-12.5,-10.5,60,-0.289,10.5,37.5,8603.5,5.5,5/10/2017 13:00
251,2,214.38,213.32,214.28,38.4,38.4,38.4,2.56,1.92,2.56,8.96,8.32,8.96,-8.32,-8.32,-8.32,60,-0.29,7.68,26.88,12120.3,2.56,5/10/2017 13:00
252,3,107.27,106.78,107.27,42,38,36,0.8,1,0.6,4.6,4,3.8,-4.4,-4,-3.8,60,-0.226,2.8,12.6,2247.2,1,5/10/2017 13:00
253,1,213.36,212.11,213.02,60,65,55,5,7.5,4.5,13.5,14,11.5,-12,-11.5,-10.5,60,-0.447,17.5,39.5,8606.5,3,5/10/2017 13:15
254,2,213.5,212.31,213.16,38.4,38.4,38.4,2.56,1.92,2.56,8.32,8.32,8.96,-8.32,-8.32,-8.32,60,-0.286,7.68,26.24,12121.6,1.28,5/10/2017 13:15
255,3,106.7,106.16,106.58,42,38,36,0.8,1,1,4.4,4,3.8,-4.4,-3.8,-3.6,60,-0.265,3.2,12.4,2247.8,0.6,5/10/2017 13:15
256,1,213.03,212.09,212.81,65,60,60,8,5,6.5,14.5,12.5,12.5,-11.5,-11.5,-10.5,60,-0.516,20.5,40,8612,5.5,5/10/2017 13:30
257,2,212.98,211.99,212.77,38.4,38.4,38.4,2.56,1.92,2.56,8.96,8.32,8.96,-8.32,-8.32,-8.32,60,-0.29,7.68,26.88,12124.2,2.56,5/10/2017 13:30
258,3,106.49,106.08,106.48,42,38,36,1,1.2,0.6,4.4,4,3.8,-4.4,-3.8,-3.8,60,-0.234,2.8,12.4,2248.8,1,5/10/2017 13:30
259,1,212.33,211.4,212.18,60,55,55,4.5,4,5,12.5,12,11.5,-12,-11.5,-10.5,60,-0.383,14,37,8615.5,3.5,5/10/2017 13:45
260,2,212.5,211.57,212.37,38.4,38.4,38.4,2.56,1.92,2.56,8.96,8.32,8.96,-8.32,-7.68,-8.32,60,-0.286,7.68,26.24,12125.4,1.28,5/10/2017 13:45
261,3,106.14,105.74,106.15,42,38,38,1,1.2,1.2,4.4,4,4,-4.2,-3.6,-3.8,60,-0.29,3.6,12.6,2249.4,0.6,5/10/2017 13:45
262,1,212.46,211.6,212.14,60,55,50,4.5,2.5,3.5,12.5,12,11,-11.5,-11.5,-10.5,60,-0.31,11,36,8620.5,5,5/10/2017 14:00
263,2,212.59,211.62,212.2,38.4,38.4,38.4,2.56,1.92,2.56,8.32,8.32,8.96,-8.32,-7.68,-8.32,60,-0.288,7.68,26.24,12128,2.56,5/10/2017 14:00
264,3,106.05,105.64,105.97,42,38,36,1,1,0.4,4.4,4,3.8,-4.2,-3.8,-3.8,60,-0.225,2.8,12.4,2250.4,1,5/10/2017 14:00
265,1,212.24,211.13,211.73,60,55,55,5,4.5,5.5,12.5,12,12,-11.5,-11,-10.5,60,-0.427,16,37.5,8622.5,2,5/10/2017 14:15
266,2,212.37,211.1,211.7,38.4,38.4,38.4,2.56,1.92,2.56,8.32,8.32,8.96,-8.32,-7.68,-8.32,60,-0.288,7.68,26.24,12129.3,1.28,5/10/2017 14:15
267,3,106.14,105.62,105.93,42,38,38,1,1,1.6,4.4,4,4,-4.2,-3.8,-3.8,60,-0.309,3.8,12.8,2251,0.6,5/10/2017 14:15
268,1,212.83,211.65,212.41,60,55,50,3.5,4,2.5,12.5,12,11,-12,-11,-10.5,60,-0.303,10.5,36,8627.5,5,5/10/2017 14:30
269,2,212.7,211.52,212.29,38.4,38.4,38.4,2.56,1.92,2.56,8.96,8.32,8.96,-8.32,-7.68,-8.32,60,-0.292,7.68,26.88,12132.5,3.2,5/10/2017 14:30
270,3,106.31,105.85,106.26,44,38,34,1,1.2,0.8,4.4,4,3.6,-4.2,-3.8,-3.6,60,-0.258,3,12.2,2252.2,1.2,5/10/2017 14:30
271,1,212.92,211.83,212.6,60,55,50,3.5,4,2,13,12,11,-12.5,-11.5,-10.5,60,-0.285,10.5,36.5,8629.5,2,5/10/2017 14:45
272,2,213.37,212.15,212.95,38.4,38.4,38.4,2.56,1.92,2.56,8.96,8.32,8.96,-8.32,-8.32,-8.32,60,-0.284,7.68,26.88,12133.8,1.28,5/10/2017 14:45
273,3,106.7,106.21,106.57,46,38,34,1.6,1.2,1,4.6,4,3.6,-4.2,-3.8,-3.6,60,-0.317,4,12.6,2252.8,0.6,5/10/2017 14:45
274,1,214.02,212.89,213.59,65,55,55,7.5,3,6,14,12,12,-12,-11.5,-10.5,60,-0.437,16.5,38.5,8634.5,5,5/10/2017 15:00
275,2,214.03,212.86,213.6,38.4,38.4,38.4,2.56,1.92,2.56,8.96,8.32,8.96,-8.32,-8.32,-8.32,60,-0.292,7.68,26.88,12136.3,2.56,5/10/2017 15:00
276,3,107.05,106.58,106.89,42,38,36,1,1.2,0.8,4.4,4,4,-4.4,-3.8,-3.8,60,-0.262,3.2,12.8,2253.8,1,5/10/2017 15:00
277,1,214.04,212.69,213.27,65,55,55,6.5,5,5.5,14,13,12,-12.5,-11.5,-10.5,60,-0.442,17.5,39.5,8637,2.5,5/10/2017 15:15
278,2,213.98,212.62,213.23,38.4,38.4,38.4,2.56,1.92,2.56,8.96,8.32,8.96,-8.32,-8.32,-8.32,60,-0.299,7.68,26.88,12137.6,1.28,5/10/2017 15:15
279,3,107.13,106.5,106.83,42,38,36,1,1.2,0.4,4.4,4,3.8,-4.4,-3.8,-3.8,60,-0.236,2.8,12.6,2254.4,0.6,5/10/2017 15:15
280,1,213.87,212.77,213.46,60,65,55,5.5,6,4,13.5,13.5,11.5,-12,-11.5,-10.5,60,-0.422,16.5,39,8642.5,5.5,5/10/2017 15:30
281,2,213.62,212.5,213.2,38.4,38.4,38.4,2.56,1.92,2.56,8.96,8.32,8.96,-8.32,-8.32,-8.32,60,-0.29,7.68,26.88,12140.2,2.56,5/10/2017 15:30
282,3,106.91,106.45,106.82,42,38,36,1.2,1.2,0.8,4.4,4,3.8,-4.2,-3.8,-3.8,60,-0.28,3.4,12.6,2255.6,1.2,5/10/2017 15:30
283,1,213.8,212.8,213.42,60,55,55,5,3.5,6,13.5,12,12.5,-12.5,-11.5,-10.5,60,-0.39,15,38,8645,2.5,5/10/2017 15:45
284,2,213.47,212.21,212.9,38.4,38.4,38.4,2.56,1.92,2.56,8.32,8.32,8.96,-8.32,-8.32,-8.32,60,-0.294,7.68,26.24,12141.4,1.28,5/10/2017 15:45
285,3,106.88,106.4,106.7,42,38,34,1,1,0.4,4.4,4,3.6,-4.4,-4,-3.6,60,-0.216,2.6,12.4,2256.2,0.6,5/10/2017 15:45
286,1,214.67,213.55,214.15,60,55,50,4.5,3.5,3.5,13.5,12.5,11.5,-12.5,-12,-11,60,-0.319,12,37.5,8651,6,5/10/2017 16:00
287,2,214.73,213.6,214.23,38.4,38.4,38.4,2.56,1.92,2.56,8.96,8.32,8.96,-8.32,-8.32,-8.32,60,-0.29,7.68,26.88,12144,2.56,5/10/2017 16:00
288,3,107.42,106.9,107.19,42,38,36,1,1,0.6,4.4,4,4,-4.4,-3.8,-3.8,60,-0.24,3,12.6,2257.2,1,5/10/2017 16:00
289,1,215.16,213.9,214.54,65,65,55,7,7.5,5,14,14,12,-12,-11.5,-11,60,-0.496,20,40.5,8653.5,2.5,5/10/2017 16:15
290,2,215.02,213.73,214.4,38.4,38.4,38.4,2.56,1.92,2.56,8.96,8.32,8.96,-8.32,-8.32,-8.32,60,-0.284,7.68,26.88,12145.3,1.28,5/10/2017 16:15
291,3,107.31,106.73,107.07,42,38,36,1,1,1,4.4,4,3.8,-4.4,-4,-3.6,60,-0.271,3.4,12.4,2257.6,0.4,5/10/2017 16:15
292,1,213.33,212.59,213.09,70,60,60,7.5,4,6.5,14.5,12.5,12.5,-12.5,-11.5,-10.5,60,-0.47,18.5,40,8660,6.5,5/10/2017 16:30
293,2,213.34,212.53,213.08,38.4,38.4,38.4,2.56,1.92,2.56,8.96,8.32,8.96,-8.32,-7.68,-8.32,60,-0.292,7.68,26.88,12147.8,2.56,5/10/2017 16:30
294,3,106.74,106.39,106.61,42,38,38,1,1.2,1.4,4.4,4,4,-4.4,-3.8,-3.6,60,-0.296,3.6,12.6,2258.8,1.2,5/10/2017 16:30
